arribos,salidas,demandas,potencias
60.2,61.03,4.212,0.942442857
60.21666667,61.23055556,5.6682,1
60.23333333,60.76083333,1.39,0.489371429
60.26666667,60.84555556,3.4629,1
60.31666667,60.98027778,2.3955,0.6704
60.33333333,64.90333333,14.93,0.6067
60.38333333,61.38833333,6.0034,1
60.43333333,61.62361111,3.5734,0.557542857
60.43333333,61.07055556,2.1104,0.615042857
60.5,62.23166667,4.0981,0.439514286
60.5,61.57361111,6.4913,1
60.5,61.77222222,7.5286,1
60.58333333,63.77638889,9.6984,0.564071429
60.6,62.23333333,9.5952,1
60.61666667,61.18055556,1.5797,0.520271429
60.68333333,61.28138889,3.4406,1
60.73333333,64.16972222,10.148,0.548414286
60.75,62.03583333,4.0267,0.581585714
60.78333333,62.72083333,5.7296,0.5492
60.86666667,63.2625,8.8634,0.687057143
60.91666667,61.47055556,3.1619,1
60.91666667,63.8475,9.7875,0.620185714
60.96666667,61.48722222,3.0808,1
61,62.39,3.1617,0.422428571
61.03333333,61.3675,1.5269,0.848557143
61.08333333,64.51666667,7.8163,0.4228
61.11666667,63.21527778,12.461,1
61.11666667,62.25916667,5.7805,0.939628571
61.2,62.2375,1.5781,0.282485714
61.3,63.91111111,9.8248,0.698785714
61.3,62.93194444,9.2534,1
61.38333333,61.95277778,1.7307,0.564428571
61.4,62.63444444,7.2437,1
61.4,62.26916667,2.6245,0.560785714
61.51666667,62.71083333,2.4408,0.379585714
61.58333333,62.23861111,3.7573,1
61.58333333,62.32222222,2.3147,0.581785714
61.6,63.80861111,13.072,1
61.61666667,62.1775,3.1022,1
61.65,62.41888889,4.1868,1
61.66666667,62.77194444,3.677,0.617814286
61.66666667,62.72527778,1.7386,0.305014286
61.66666667,62.03694444,1.1182,0.560842857
61.85,63.78194444,5.8917,0.566357143
61.9,62.97472222,6.4937,1
61.9,62.4775,3.2609,1
61.93333333,62.02138889,0.27637,0.582871429
61.95,63.54722222,9.8893,1
62.01666667,64.08888889,6.8389,0.6129
62.01666667,66.09888889,18.01,0.819314286
62.1,63.93194444,4.2161,0.427414286
62.11666667,64.06361111,5.5186,0.5264
62.11666667,63.36222222,3.5611,0.530971429
62.15,64.77222222,8.0403,0.569442857
62.16666667,63.0275,1.4624,0.315485714
62.21666667,65.28472222,10.178,0.616085714
62.23333333,62.90416667,3.7597,1
62.31666667,63.68194444,4.1061,0.558528571
62.45,63.58944444,3.8376,0.625471429
62.46666667,65.69416667,11.851,0.6819
62.58333333,64.23583333,9.6728,1
62.58333333,63.53027778,1.2846,0.251928571
62.63333333,63.65388889,3.0393,0.553071429
62.71666667,64.48055556,4.6591,0.490542857
62.73333333,63.88861111,6.9276,1
62.78333333,64.40388889,5.3293,0.610728571
62.78333333,63.92194444,6.6912,1
62.95,63.70805556,4.2506,1
62.96666667,64.31083333,4.3198,0.596828571
63,64.58055556,9.1509,1
63,66.93111111,13.681,0.646314286
63.01666667,63.2025,0.3337,0.333485714
63.05,63.28916667,0.86435,0.671171429
63.1,63.25944444,0.35499,0.413471429
63.25,68.97333333,18.54,0.601585714
63.25,63.60666667,2.2681,1
63.28333333,65.17361111,11.56,1
63.31666667,64.01083333,1.5376,0.411371429
63.35,63.7875,2.4984,1
63.36666667,64.75694444,4.8875,0.652871429
63.36666667,63.99222222,3.0356,0.901214286
63.4,64.54555556,3.8511,0.624328571
63.43333333,65.33333333,5.3306,0.521042857
63.45,63.60638889,0.92477,1
63.45,63.78611111,0.4638,0.256271429
63.51666667,64.15138889,1.9032,0.556857143
63.53333333,64.07611111,3.1816,1
63.55,64.23027778,4.0107,1
63.6,63.79694444,0.63749,0.601142857
63.65,66.385,9.6165,0.652985714
63.7,65.56222222,11.005,1
63.7,64.32916667,3.7741,1
63.71666667,64.425,3.4285,0.898914286
63.73333333,64.38333333,2.0449,0.584257143
63.73333333,64.30805556,3.5302,1
63.73333333,64.19277778,1.3868,0.560571429
63.75,64.64722222,2.4411,0.505271429
63.78333333,64.1775,1.424,0.670914286
63.8,67.96555556,14.8,0.659814286
63.8,65.09861111,3.5312,0.505
63.85,69.09083333,16.769,0.594242857
63.95,64.1525,0.53891,0.494242857
63.96666667,68.03916667,14.409,0.657071429
64,64.83166667,2.5243,0.563671429
64.05,64.89694444,4.3126,0.945657143
64.05,67.68194444,12.792,0.654114286
64.31666667,64.89583333,2.0621,0.661228571
64.33333333,69.39861111,8.8564,0.324714286
64.38333333,64.81777778,2.5114,1
64.45,65.47222222,3.2426,0.5891
64.51666667,65.11361111,1.8995,0.590957143
64.51666667,64.61361111,0.13422,0.257128571
64.56666667,66.30111111,6.026,0.645228571
64.61666667,65.32222222,2.2367,0.588742857
64.86666667,66.96666667,7.184,0.635314286
64.86666667,68.24472222,11.939,0.656342857
65.06666667,68.86805556,11.31,0.552528571
65.13333333,65.31638889,1.05,1
65.28333333,66.95138889,5.8173,0.647685714
65.31666667,66.0375,2.2238,0.572942857
65.68333333,69.34444444,20.338,1
65.75,66.55805556,2.2523,0.517642857
65.75,66.90972222,2.5173,0.4031
65.78333333,67.72444444,8.9876,0.859885714
65.98333333,68.10555556,6.2314,0.5453
66,69.89194444,11.42,0.544914286
66.03333333,66.58305556,0.2589,0.087465714
66.1,67.05138889,3.051,0.595571429
66.1,67.75972222,5.504,0.615871429
66.3,68.28611111,5.7135,0.534242857
66.36666667,69.69416667,10.812,0.603442857
67.2,71.06277778,11.368,0.546542857
67.38333333,72.235,14.342,0.548985714
68.66666667,69.09277778,1.3702,0.597185714
69.11666667,69.25361111,0.26743,0.362671429
69.26666667,70.83055556,5.197,0.617157143
70.15,70.59694444,1.4759,0.613257143
70.8,75.49888889,15.655,0.618742857
71.68333333,72.425,2.4534,0.614342857
72.58333333,72.81944444,0.77606,0.610414286
73.7,75.40138889,9.9788,1
74.13333333,76.32888889,13.213,1
74.41666667,74.66222222,0.81237,0.6144
74.63333333,76.02222222,6.6041,0.883057143
74.65,79.82305556,16.813,0.6036
75.03333333,77.125,6.4873,0.576
75.11666667,79.10861111,12.425,0.578057143
75.18333333,79.0975,12.018,0.570242857
75.21666667,78.72805556,11.677,0.6176
75.48333333,76.9625,9.0833,1
75.48333333,76.02333333,3.0506,1
75.5,77.15277778,5.6751,0.637685714
75.56666667,77.06805556,2.8503,0.352571429
75.65,79.38194444,15.002,0.746571429
75.81666667,78.76833333,8.9432,0.5627
75.86666667,79.125,12.088,0.688985714
75.95,77.19861111,2.4645,0.366571429
75.98333333,79.80444444,13.852,0.673214286
76.06666667,77.72222222,8.1868,0.918357143
76.21666667,80.17805556,14.6,0.684471429
76.26666667,77.61777778,4.3819,0.6023
76.4,77.19166667,4.9122,1
76.41666667,78.55138889,6.5628,0.570942857
76.43333333,79.18194444,9.7076,0.655914286
76.51666667,82.935,38.43,1
76.61666667,79.86666667,18.507,1
76.65,80.37833333,15.863,0.790185714
76.73333333,77.96777778,7.0893,1
76.75,79.53888889,16.255,1
76.76666667,80.6325,12.845,0.617071429
76.8,79.68611111,10.238,0.658814286
76.8,79.85833333,11.752,0.713628571
76.88333333,80.76,12.037,0.576657143
76.91666667,79.65416667,9.4772,0.642942857
76.91666667,79.50416667,15.354,1
76.91666667,79.49861111,11.246,0.808871429
76.93333333,79.29861111,14.467,1
76.93333333,79.47111111,15.29,1
76.95,81.79916667,14.012,0.536628571
76.95,80.18055556,19.11,1
76.98333333,80.65638889,20.499,1
77.01666667,80.68638889,13.055,0.660685714
77.01666667,82.51861111,32.201,1
77.03333333,80.01111111,6.1149,0.381357143
77.05,80.45861111,13.12,0.714814286
77.06666667,80.17222222,18.572,1
77.06666667,80.78333333,14.499,0.724471429
77.06666667,81.36694444,12.686,0.547871429
77.13333333,79.60583333,14.299,1
77.16666667,80.58361111,18.709,1
77.18333333,78.60416667,3.9416,0.5152
77.2,79.57222222,6.9877,0.547042857
77.23333333,79.54305556,6.5612,0.527557143
77.23333333,79.55694444,13.627,1
77.25,81.81555556,18.836,0.766185714
77.25,79.89138889,8.6627,0.609071429
77.26666667,79.55972222,6.9468,0.562614286
77.28333333,80.52388889,13.222,0.757742857
77.28333333,80.65194444,12.403,0.6838
77.31666667,79.22361111,5.8086,0.565685714
77.35,78.40555556,1.34,0.235757143
77.38333333,80.95166667,15.196,0.790857143
77.41666667,80.47805556,11.365,0.689442857
77.43333333,81.11416667,11.556,0.583028571
77.45,78.59861111,2.3663,0.382585714
77.45,80.99194444,14.403,0.755185714
77.48333333,81.22638889,15.547,0.771371429
77.5,80.53472222,13.094,0.801328571
77.5,80.31,8.9333,0.590414286
77.51666667,79.27888889,10.207,1
77.51666667,79.78611111,6.5357,0.534828571
77.53333333,80.01361111,7.9031,0.591757143
77.55,81.03472222,14.585,0.777257143
77.56666667,79.11916667,9.2648,1
77.58333333,78.95777778,2.5855,0.349357143
77.61666667,80.4225,9.8156,0.649685714
77.61666667,80.07805556,7.3505,0.5546
77.61666667,80.36222222,6.7559,0.456985714
77.63333333,79.49833333,4.9933,0.497228571
77.63333333,80.36666667,9.8789,0.671214286
77.65,79.41944444,10.042,1
77.65,80.45305556,9.9545,0.659528571
77.68333333,79.05805556,4.5531,0.615085714
77.7,80.96416667,10.764,0.612414286
77.7,80.31666667,9.233,0.6553
77.7,83.18305556,30.322,1
77.7,79.81944444,6.3125,0.553128571
77.71666667,79.04861111,7.7727,1
77.71666667,79.34583333,4.1335,0.471185714
77.71666667,81.30166667,5.5835,0.289242857
77.71666667,78.89416667,2.3202,0.365942857
77.71666667,80.91555556,12.169,0.7065
77.71666667,78.89694444,6.6289,1
77.73333333,79.95416667,7.4219,0.620642857
77.73333333,79.75027778,5.998,0.552285714
77.75,80.31138889,15.093,1
77.75,82.66972222,15.926,0.6012
77.75,80.00722222,6.6755,0.549228571
77.75,81.7875,16.356,0.752328571
77.76666667,80.89722222,10.248,0.607957143
77.78333333,80.84583333,11.69,0.708914286
77.78333333,79.15833333,2.6171,0.353485714
77.78333333,81.15861111,14.648,0.805942857
77.8,79.57222222,10.974,1
77.8,81.87805556,16.741,0.762371429
77.81666667,78.9375,6.7249,1
77.81666667,82.185,15.338,0.652085714
77.83333333,81.49861111,16.207,0.8212
77.83333333,81.44333333,14.741,0.758371429
77.83333333,80.47083333,9.3977,0.661714286
77.85,80.78888889,16.796,1
77.85,81.60444444,13.735,0.679428571
77.86666667,81.55444444,15.985,0.805
77.86666667,81.96138889,18.875,0.856057143
77.86666667,78.58166667,3.6784,0.955428571
77.86666667,78.29694444,2.4971,1
77.86666667,79.76916667,5.9014,0.576071429
77.9,81.0975,18.367,1
77.91666667,80.52083333,8.3534,0.595714286
77.93333333,81.94333333,11.917,0.551914286
77.93333333,83.61055556,34.388,1
77.93333333,83.40055556,17.403,0.591171429
77.95,82.02555556,17.74,0.808371429
77.96666667,81.11805556,11.049,0.6511
77.96666667,78.85972222,2.9884,0.621442857
77.96666667,80.09694444,6.1085,0.532528571
78,79.52638889,8.7176,1
78.01666667,78.46083333,2.6031,1
78.05,81.22,10.94,0.640914286
78.05,82.69472222,21.626,0.8647
78.05,80.31083333,6.6149,0.543371429
78.05,79.08361111,5.2591,0.944928571
78.06666667,80.40805556,7.0731,0.561028571
78.06666667,81.29055556,11.941,0.687871429
78.08333333,81.88888889,12.125,0.5917
78.11666667,79.48194444,2.6489,0.360314286
78.11666667,79.68611111,9.2235,1
78.11666667,81.45972222,10.006,0.555828571
78.11666667,79.95,4.3485,0.4405
78.15,81.98222222,9.7663,0.473285714
78.16666667,81.93472222,12.178,0.600214286
78.16666667,81.2375,9.8379,0.594971429
78.18333333,80.96111111,9.9504,0.665257143
78.18333333,80.87111111,8.0084,0.553342857
78.18333333,80.35416667,5.9031,0.505014286
78.21666667,79.65138889,5.1971,0.672728571
78.21666667,81.1975,8.9593,0.558185714
78.23333333,81.57388889,20.45,1
78.23333333,80.97638889,8.502,0.575614286
78.23333333,78.57888889,1.1129,0.598114286
78.25,79.47361111,3.7075,0.562714286
78.28333333,81.8625,13.991,0.725942857
78.3,80.05444444,9.9703,1
78.31666667,81.23027778,13.187,0.840571429
78.31666667,82.15277778,11.523,0.557842857
78.31666667,82.05583333,20.393,1
78.35,82.09055556,15.367,0.762928571
78.35,81.01527778,10.066,0.701428571
78.36666667,81.95722222,12.23,0.632585714
78.36666667,80.38472222,5.0661,0.466214286
78.36666667,81.74194444,14.013,0.771
78.38333333,80.83361111,15.184,1
78.38333333,81.22083333,8.8625,0.580057143
78.38333333,81.20166667,9.6921,0.638657143
78.4,80.79583333,14.342,1
78.41666667,80.87805556,8.5678,0.646457143
78.41666667,80.80416667,7.4444,0.579071429
78.45,79.79,8.3995,1
78.46666667,82.995,27.8,1
78.56666667,78.7525,1.0457,1
78.58333333,87.05611111,53.209,1
78.58333333,81.76,10.077,0.589128571
78.58333333,80.46527778,10.275,1
78.6,80.49416667,7.6171,0.746814286
78.6,80.51944444,9.624,0.931157143
78.6,81.56416667,9.9377,0.622628571
78.61666667,81.15416667,9.5101,0.696028571
78.63333333,82.13194444,14.336,0.760971429
78.65,81.74861111,11.558,0.692757143
78.68333333,81.55555556,10.714,0.692785714
78.68333333,82.2375,14.636,0.764785714
78.71666667,80.96944444,6.5248,0.537885714
78.71666667,81.86666667,11.681,0.6887
78.78333333,82.16416667,13.069,0.7179
78.88333333,80.60388889,9.8223,1
78.88333333,82.04583333,12.605,0.740228571
78.98333333,83.05861111,25.386,1
79,81.45027778,7.8569,0.5955
79,81.7225,15.444,1
79.01666667,81.22361111,6.8759,0.5786
79.01666667,82.025,17.076,1
79.06666667,82.46138889,10.915,0.597128571
79.08333333,80.56638889,9.2543,1
79.13333333,82.20277778,11.573,0.700214286
79.15,80.84277778,5.0786,0.557171429
79.15,82.63055556,13.967,0.745242857
79.18333333,80.58027778,3.1534,0.419228571
79.26666667,82.58888889,13.455,0.752128571
79.28333333,81.55833333,13.262,1
79.36666667,80.6525,4.3184,0.623714286
79.36666667,82.83888889,14.007,0.749185714
79.51666667,82.50833333,9.1037,0.565128571
79.51666667,79.88333333,1.3075,0.662228571
79.53333333,82.69444444,19.557,1
79.56666667,83.56694444,11.301,0.524657143
79.6,83.13888889,15.241,0.799814286
79.6,81.83611111,7.4018,0.614728571
79.63333333,83.92666667,19.028,0.8231
79.65,82.66694444,9.5647,0.588771429
79.66666667,84.2625,15.516,0.627
79.66666667,84.03611111,17.512,0.744328571
79.73333333,80.36527778,0.3159,0.092835714
79.76666667,83.11972222,14.561,0.8065
79.78333333,80.38444444,3.6042,1
79.78333333,80.49722222,4.1959,1
79.8,82.17277778,14.061,1
79.88333333,82.97361111,11.508,0.691585714
79.88333333,83.30722222,19.965,1
79.88333333,80.82638889,0.96493,0.190014286
79.96666667,83.92666667,18.42,0.863828571
79.98333333,81.95,5.8034,0.548014286
80,82.35166667,7.8119,0.616914286
80.01666667,80.16916667,0.88682,1
80.05,84.33083333,12.018,0.521371429
80.06666667,83.94055556,23.897,1
80.08333333,83.13888889,9.4659,0.575328571
80.08333333,86.84916667,40.343,1
80.13333333,80.56916667,2.4999,1
80.2,83.59805556,18.933,1
80.26666667,81.83194444,5.8544,0.6946
80.31666667,81.02611111,1.8121,0.474357143
80.31666667,81.19166667,2.6504,0.562528571
80.35,84.22638889,11.685,0.559814286
80.36666667,81.96361111,9.7789,1
80.41666667,82.75555556,7.6082,0.604114286
80.43333333,81.59444444,2.0185,0.322842857
80.45,80.81083333,1.1726,0.603514286
80.46666667,82.77361111,6.397,0.514971429
80.46666667,81.13583333,2.4276,0.673742857
80.66666667,81.36222222,2.0855,0.556842857
80.68333333,80.92055556,0.76345,0.597685714
80.71666667,83.83222222,12.626,0.7526
80.71666667,83.67777778,10.479,0.657242857
80.75,83.8875,13.948,0.825628571
80.76666667,82.99138889,12.848,1
80.8,82.06111111,4.4957,0.662057143
80.83333333,84.33611111,13.461,0.713714286
80.98333333,83.02777778,6.3093,0.573128571
81.05,81.68305556,3.9197,1
81.06666667,81.64138889,3.3814,1
81.06666667,86.01416667,13.551,0.508671429
81.08333333,82.40972222,8.0245,1
81.11666667,82.03027778,1.502,0.305314286
81.13333333,82.55277778,2.7804,0.363771429
81.16666667,82.67888889,8.4693,1
81.18333333,81.95555556,4.4481,1
81.21666667,82.4125,2.1012,0.326314286
81.21666667,84.76111111,13.389,0.701514286
81.25,83.50277778,7.148,0.589271429
81.36666667,84.5975,4.6554,0.2676
81.4,82.51916667,1.2186,0.202214286
81.41666667,81.88333333,2.6817,1
81.45,84.41111111,10.672,0.669328571
81.48333333,82.615,6.742,1
81.51666667,85.5625,15.941,0.731728571
81.53333333,84.74166667,12.569,0.727557143
81.58333333,83.50861111,6.8332,0.659142857
81.61666667,84.69472222,10.606,0.639928571
81.63333333,82.91666667,2.4706,0.357528571
81.65,83.75722222,6.0975,0.537385714
81.68333333,82.10111111,2.5651,1
81.68333333,82.84138889,2.0105,0.322414286
81.81666667,85.70555556,15.187,0.725257143
81.85,82.55416667,2.3296,0.6144
81.9,83.93055556,11.537,1
81.95,82.49555556,1.8025,0.613585714
81.96666667,84.86916667,10.427,0.667171429
82.01666667,82.51916667,2.4295,0.897914286
82.01666667,82.74972222,4.4105,1
82.06666667,84.31,7.1274,0.590042857
82.06666667,87.14888889,17.489,0.6391
82.08333333,84.82916667,13.741,0.929357143
82.11666667,83.62055556,5.6492,0.697614286
82.15,85.42527778,11.419,0.647485714
82.18333333,82.4025,0.78432,0.664614286
82.21666667,83.15527778,3.5094,0.694371429
82.23333333,85.88722222,20.722,1
82.23333333,82.70138889,1.4191,0.563057143
82.26666667,84.70944444,15.231,1
82.3,82.85694444,1.5951,0.531885714
82.31666667,85.23333333,15.761,1
82.36666667,85.24972222,10.376,0.668385714
82.41666667,83.39972222,3.1521,0.595485714
82.45,82.58444444,0.40703,0.562242857
82.5,85.56944444,12.353,0.747385714
82.51666667,82.95138889,1.5352,0.655828571
82.53333333,84.43861111,5.5218,0.538228571
82.53333333,83.22611111,4.0279,1
82.53333333,82.74555556,1.2409,1
82.55,85.71666667,14.517,0.8514
82.61666667,86.18361111,19.763,1
82.63333333,84.12916667,2.7786,0.344985714
82.63333333,83.36777778,2.1286,0.538242857
82.63333333,84.52916667,3.6408,0.356642857
82.73333333,86.53083333,11.596,0.5671
82.73333333,86.28472222,15.065,0.787785714
82.78333333,86.71972222,12.426,0.586228571
82.81666667,84.14138889,2.6149,0.366585714
82.83333333,85.35694444,6.8348,0.502971429
82.83333333,86.21,14.56,0.8008
82.91666667,85.29444444,6.9891,0.545885714
82.91666667,83.60083333,2.3511,0.638185714
82.91666667,83.25527778,1.0179,0.558285714
82.93333333,85.26527778,7.109,0.566157143
82.96666667,85.39833333,8.863,0.6769
82.98333333,88.01722222,16.084,0.593371429
83,83.50944444,1.8567,0.676842857
83.01666667,84.13583333,3.2111,0.532842857
83.06666667,86.275,12.301,0.712057143
83.11666667,83.91527778,4.4505,1
83.11666667,86.96083333,12.481,0.602957143
83.13333333,86.92222222,12.867,0.6307
83.21666667,85.41916667,13.119,1
83.25,85.97305556,13.552,0.924228571
83.26666667,85.31666667,7.3547,0.666271429
83.33333333,84.83583333,2.8593,0.353414286
83.35,83.89,1.7216,0.592085714
83.4,86.37638889,9.9254,0.6193
83.41666667,86.135,15.496,1
83.41666667,87.21916667,11.472,0.560285714
83.43333333,86.09611111,6.4201,0.447771429
83.45,87.23472222,14.087,0.691214286
83.51666667,85.45972222,9.6328,0.920685714
83.53333333,84.7625,3.9244,0.592928571
83.53333333,84.29833333,2.7879,0.676814286
83.56666667,84.69277778,6.5415,1
83.58333333,86.00555556,13.438,1
83.58333333,86.29583333,16.333,1
83.6,85.27055556,5.5523,0.617242857
83.6,84.17888889,3.4135,1
83.66666667,84.29583333,3.8185,1
83.7,86.10388889,9.0676,0.700528571
83.7,84.08166667,1.373,0.668085714
83.76666667,86.61972222,17.262,1
83.8,84.58444444,0.69353,0.164185714
83.93333333,85.96111111,10.837,0.992471429
83.95,85.79416667,5.1581,0.519442857
83.96666667,88.46111111,19.432,0.802971429
84,84.44444444,0.78412,0.327642857
84.03333333,87.23194444,12.296,0.713928571
84.13333333,85.215,0.47882,0.08221
84.15,85.35694444,6.9422,1
84.15,85.37611111,3.7089,0.561771429
84.16666667,85.02444444,2.7421,0.593685714
84.21666667,85.42527778,6.5693,1
84.23333333,85.47361111,7.2664,1
84.33333333,88.90333333,14.93,0.6067
84.35,85.79027778,7.7385,0.997828571
84.36666667,84.90222222,1.3943,0.483514286
84.36666667,84.90222222,1.3943,0.483514286
84.38333333,84.96583333,1.8901,0.6026
84.45,85.05277778,1.9736,0.608071429
84.48333333,87.72361111,18.08,1
84.5,86.23166667,4.0981,0.439514286
84.53333333,85.46361111,4.6144,0.921185714
84.53333333,84.99027778,2.4286,0.987028571
84.56666667,84.83694444,1.6097,1
84.66666667,84.98166667,1.8004,1
84.68333333,87.19583333,9.085,0.671528571
84.76666667,86.54027778,5.4842,0.574242857
84.78333333,86.17638889,4.9681,0.662328571
84.83333333,85.19027778,1.2785,0.665214286
84.85,85.95666667,6.5168,1
84.86666667,87.2625,8.8634,0.687057143
84.86666667,87.64055556,9.2414,0.618714286
84.88333333,87.63611111,8.9239,0.602042857
84.91666667,85.17333333,0.9236,0.668285714
85,85.63305556,3.6813,1
85.01666667,87.72305556,7.1116,0.488
85.03333333,86.10555556,5.4782,0.948842857
85.08333333,85.67083333,1.083,0.342357143
85.11666667,85.94444444,2.9784,0.668214286
85.15,86.86277778,7.8744,0.853814286
85.15,86.13777778,2.3378,0.439542857
85.15,86.89444444,9.8501,1
85.16666667,89.27694444,10.372,0.468628571
85.2,86.2375,1.5781,0.282485714
85.23333333,87.46666667,6.637,0.5519
85.33333333,85.48166667,0.29469,0.368957143
85.35,90.93777778,18.389,0.611171429
85.35,86.05972222,3.2251,0.8439
85.35,86.78777778,4.2357,0.547114286
85.35,87.51527778,6.8013,0.583342857
85.43333333,85.98833333,2.5273,0.845685714
85.46666667,85.76222222,0.60777,0.3819
85.5,85.92722222,1.0635,0.4623
85.53333333,87.56805556,11.993,1
85.55,85.90111111,2.0274,1
85.65,86.12194444,2.6903,1
85.66666667,88.43722222,8.9876,0.602457143
85.66666667,87.74,12.485,1
85.71666667,87.40138889,8.8846,0.9794
85.78333333,88.83194444,10.671,0.650042857
85.86666667,87.84722222,6.459,0.605657143
85.88333333,87.89166667,12.274,1
85.91666667,86.12888889,0.62384,0.545914286
85.93333333,87.68472222,10.183,1
85.93333333,87.15277778,2.3156,0.352642857
85.93333333,87.81694444,6.7848,0.668942857
85.95,87.54722222,9.8893,1
86.01666667,88.08888889,6.8389,0.6129
86.23333333,86.90416667,3.7597,1
86.3,88.19305556,11.598,1
86.31666667,87.68194444,4.1061,0.558528571
86.31666667,86.47444444,0.46729,0.550028571
86.46666667,89.69416667,11.851,0.6819
86.48333333,87.85388889,3.3964,0.460228571
86.56666667,87.66361111,4.3823,0.741928571
86.58333333,88.23583333,9.6728,1
86.63333333,87.65388889,3.0393,0.553071429
86.78333333,87.92194444,6.6912,1
86.95,87.70805556,4.2506,1
87.03333333,87.82194444,0.82818,0.195028571
87.06666667,87.78,1.8629,0.485014286
87.1,87.25944444,0.35499,0.413471429
87.11666667,87.28,0.51165,0.581757143
87.21666667,87.38861111,0.60797,0.656657143
87.25,92.97333333,18.54,0.601585714
87.25,87.60666667,2.2681,1
87.28333333,89.17361111,11.56,1
87.31666667,88.01083333,1.5376,0.411371429
87.35,87.44666667,0.47033,0.903585714
87.35,88.98277778,8.8213,1
87.36666667,88.75694444,4.8875,0.652871429
87.4,88.54555556,3.8511,0.624328571
87.43333333,89.33333333,5.3306,0.521042857
87.45,87.78611111,0.4638,0.256271429
87.46666667,88.64416667,1.9681,0.3104
87.53333333,87.86638889,1.4131,0.787942857
87.55,88.23027778,4.0107,1
87.56666667,88.79,3.9473,0.599242857
87.63333333,88.24388889,1.7103,0.520228571
87.68333333,88.07083333,1.0964,0.525457143
87.68333333,89.45111111,5.3813,0.565328571
87.7,89.13472222,5.1795,0.670457143
87.7,88.32916667,3.7741,1
87.71666667,88.425,3.4285,0.898914286
87.73333333,88.38333333,2.0449,0.584257143
87.73333333,88.30805556,3.5302,1
87.75,88.64722222,2.4411,0.505271429
87.78333333,88.85555556,3.4751,0.6019
87.85,93.09083333,16.769,0.594242857
87.95,88.1525,0.53891,0.494242857
87.98333333,94.00777778,19.265,0.593871429
88.05,88.89694444,4.3126,0.945657143
88.08333333,88.57027778,2.8617,1
88.18333333,89.00805556,2.4786,0.558142857
88.33333333,93.39861111,8.8564,0.324714286
88.35,88.50111111,0.88755,1
88.38333333,88.81777778,2.5114,1
88.45,89.47222222,3.2426,0.5891
88.48333333,92.26138889,11.175,0.549342857
88.51666667,89.11361111,1.8995,0.590957143
88.51666667,88.61361111,0.13422,0.257128571
88.51666667,89.26638889,1.4107,0.349457143
88.61666667,89.32222222,2.2367,0.588742857
88.68333333,93.145,15.687,0.652942857
88.71666667,89.13833333,0.52132,0.2296
88.76666667,90.84444444,6.886,0.615471429
89.05,93.05027778,1.0791,0.050095714
89.06666667,89.40666667,0.89874,0.490914286
89.13333333,89.31638889,1.05,1
89.18333333,91.4225,7.9627,0.660414286
89.26666667,89.74444444,2.2058,0.8574
89.31666667,90.0375,2.2238,0.572942857
89.4,93.5375,14.819,0.665142857
89.61666667,90.64,1.8481,0.3354
89.95,92.24444444,6.4999,0.526114286
89.98333333,92.10555556,6.2314,0.5453
90,93.89194444,11.42,0.544914286
90.03333333,94.93972222,17.577,0.665314286
90.05,91.11805556,1.6887,0.293628571
90.3,92.28611111,5.7135,0.534242857
90.38333333,94.06805556,10.899,0.549328571
90.41666667,92.30027778,8.1634,0.804871429
91.03333333,95.02944444,12.804,0.595057143
91.13333333,94.64777778,11.668,0.616585714
91.2,95.06277778,11.368,0.546542857
92.05,92.87222222,2.75,0.621128571
92.66666667,93.09277778,1.3702,0.597185714
93.11666667,93.25361111,0.26743,0.362671429
98.28333333,99.76111111,7.2488,0.910971429
98.38333333,103.7211111,17.428,0.606371429
99.36666667,100.0511111,3.8778,1
99.38333333,101.7791667,6.9436,0.538228571
99.41666667,103.6458333,16.738,0.735028571
99.43333333,101.8705556,8.1121,0.618142857
99.53333333,100.7719444,7.6155,1
99.56666667,101.4122222,6.1466,0.618514286
99.91666667,103.4191667,12.692,0.672985714
100.0333333,104.0333333,18.669,0.866771429
100.0833333,102.9141667,15.894,1
100.0833333,104.8583333,20.296,0.789371429
100.1333333,102.9388889,14.777,0.978142857
100.1333333,103.4336111,12.354,0.6952
100.2333333,104.2833333,14.925,0.6844
100.4333333,104.7694444,6.6088,0.283057143
100.5,104.4908333,14.324,0.666585714
100.5166667,104.075,13.036,0.680371429
100.55,104.6491667,25.43,1
100.7166667,109.1413889,49.75,1
100.7333333,102.9472222,7.8559,0.659
100.7333333,102.7208333,6.8265,0.637885714
100.75,102.1152778,8.2189,1
100.7833333,104.0463889,11.517,0.655457143
100.8,102.4347222,4.6331,0.526357143
100.8333333,104.225,13.053,0.714714286
100.9166667,102.8555556,11.578,1
100.9166667,103.9347222,17.027,1
100.9333333,103.1527778,8.6188,0.721185714
100.95,104.9586111,17.846,0.8268
101.0333333,103.9222222,10.995,0.706814286
101.1,101.8011111,1.1792,0.312357143
101.1,104.1694444,17.165,1
101.1,102.1236111,3.1815,0.577214286
101.1333333,105.7138889,19.317,0.7832
101.1333333,102.0227778,4.5725,0.954728571
101.1666667,104.0030556,9.3802,0.614171429
101.2,107.7266667,31.953,0.909228571
101.2333333,103.9638889,9.0667,0.616657143
101.25,104.5327778,10.895,0.616371429
101.2666667,103.3788889,6.0568,0.532528571
101.2833333,103.3236111,11.956,1
101.3,103.1211111,5.0705,0.517085714
101.3,107.67,37.612,1
