arribos,salidas,demandas,potencias
6.266666667,9.120833333,17.189,1
6.3,8.25,11.881,1
6.3,10.40611111,17.437,0.788657143
6.316666667,9.590555556,12.938,0.7339
6.316666667,7.768055556,8.0538,1
6.333333333,10.39222222,20.472,0.936685714
6.35,11.82555556,17.799,0.6037
6.366666667,8.951388889,9.6407,0.692685714
6.366666667,7.730555556,8.2968,1
6.4,10.27277778,22.102,1
6.4,12.49916667,19.968,0.608014286
6.433333333,9.480277778,11.512,0.701685714
6.45,8.681666667,7.0591,0.587442857
6.45,16.46166667,57.531,1
6.466666667,9.047222222,7.9877,0.574842857
6.466666667,10.04055556,13.294,0.690814286
6.483333333,9.256944444,16.622,1
6.483333333,9.018055556,8.7041,0.637728571
6.5,12.41333333,34.511,1
6.516666667,9.845833333,13.236,0.738357143
6.533333333,10.395,15.475,0.744242857
6.55,9.080555556,15.11,1
6.55,8.238888889,6.0349,0.663614286
6.55,10.55333333,18.451,0.855942857
6.633333333,9.673888889,9.9196,0.605871429
6.65,14.74527778,50.651,1
6.666666667,10.17361111,22.533,1
6.683333333,8.242777778,8.8102,1
6.683333333,9.554166667,10.155,0.656942857
6.733333333,8.420833333,3.6229,0.398714286
6.733333333,9.815555556,17.033,1
6.75,10.1,13.197,0.731628571
6.75,11.06277778,18.481,0.795828571
6.75,10.93083333,13.724,0.609628571
6.783333333,7.770555556,1.1789,0.221757143
6.8,11.40861111,20.365,0.820642857
6.833333333,8.885833333,12.224,1
6.833333333,8.691666667,5.7025,0.569885714
6.85,8.830555556,6.4536,0.605142857
6.85,8.948611111,5.3549,0.473871429
6.866666667,9.544444444,14.736,1
6.883333333,10.40972222,13.454,0.708542857
6.9,8.124722222,3.676,0.557414286
6.916666667,8.0275,4.0091,0.670257143
6.933333333,10.55416667,14.914,0.764928571
6.933333333,9.215,13.891,1
6.983333333,10.89861111,17.642,0.836842857
7,8.7625,5.3734,0.5662
7.05,13.25861111,37.421,1
7.05,8.938888889,10.961,1
7.1,11.37222222,20.447,0.888857143
7.166666667,9.373611111,6.7347,0.566728571
7.166666667,7.454166667,0.8603,0.555728571
7.25,9.398611111,6.3761,0.551114286
7.266666667,10.68166667,19.892,1
7.266666667,9.520555556,7.0527,0.581128571
7.283333333,7.894444444,2.067,0.628157143
7.3,9.881944444,15.853,1
7.333333333,11.13111111,12.364,0.604585714
7.35,9.998611111,16.28,1
7.416666667,10.87611111,14.713,0.789828571
7.55,9.931944444,7.2017,0.5615
7.566666667,10.49722222,9.3847,0.594728571
7.633333333,14.09333333,38.173,1
7.65,10.09166667,12.577,0.956628571
7.683333333,8.181111111,2.3561,0.879028571
7.7,9.656944444,11.265,1
7.75,9.705277778,10.622,1
7.783333333,10.53472222,9.5249,0.642914286
7.9,8.481666667,2.1211,0.677214286
7.95,12.15555556,12.603,0.556542857
7.95,10.49972222,6.201,0.451657143
7.983333333,10.76944444,17.172,1
8,11.81944444,12.629,0.614085714
8.133333333,9.661111111,7.8464,0.9538
8.233333333,10.45722222,11.162,0.9321
8.333333333,10.51388889,5.8898,0.501614286
8.416666667,11.73027778,10.241,0.573985714
8.483333333,11.46583333,10.852,0.6757
8.5,14.11305556,18.059,0.597514286
8.566666667,12.0875,12.979,0.684628571
8.616666667,8.728888889,0.3554,0.588142857
8.816666667,13.11694444,18.913,0.816785714
8.866666667,10.53722222,9.6267,1
8.883333333,11.51833333,8.5314,0.601285714
8.883333333,9.522222222,3.6855,1
8.9,10.73583333,5.3777,0.544014286
8.95,12.36527778,18.71,1
8.983333333,10.41083333,2.5981,0.338
8.983333333,9.554166667,1.7171,0.558657143
9.05,11.9375,5.3344,0.343085714
9.066666667,10.36083333,7.7456,1
9.133333333,12.27583333,17.657,1
9.266666667,10.01388889,3.3794,0.839928571
9.4,9.934722222,3.2123,1
9.4,13.73194444,20.467,0.877442857
9.433333333,11.71777778,6.4765,0.526514286
9.45,13.34972222,22.643,1
9.466666667,13.47944444,12.483,0.577714286
9.483333333,10.18444444,3.6494,0.966685714
9.5,13.10833333,14.14,0.727742857
9.5,12.84611111,11.657,0.646985714
9.533333333,14.82277778,17.278,0.606642857
9.55,10.375,1.5663,0.352585714
9.583333333,10.88444444,3.7897,0.540914286
9.6,10.26111111,3.4805,0.9777
9.616666667,9.848333333,0.75413,0.604542857
9.65,14.11277778,20.289,0.844314286
9.65,14.82777778,30.79,1
9.666666667,10.45527778,1.7365,0.408942857
9.666666667,14.00055556,19.807,0.848757143
9.683333333,13.48777778,16.197,0.790671429
9.716666667,13.64861111,23.912,1
9.75,9.891388889,0.38328,0.503442857
9.8,13.66027778,11.605,0.558285714
9.816666667,13.57611111,15.131,0.747457143
9.9,10.42333333,2.6613,0.944428571
9.9,12.61805556,8.0712,0.551471429
9.916666667,11.35805556,4.4014,0.5671
9.916666667,12.68888889,9.0401,0.6056
9.916666667,11.67916667,5.2801,0.556371429
9.966666667,10.2025,1.3327,1
9.983333333,11.84472222,10.435,1
10.08333333,11.46638889,4.1836,0.561771429
10.1,13.2275,11.306,0.671371429
10.11666667,12.91666667,15.449,1
10.11666667,10.70111111,3.4682,1
10.13333333,11.78055556,4.088,0.4609
10.18333333,10.94444444,4.6097,1
10.21666667,12.62916667,8.2903,0.638185714
10.26666667,10.65277778,1.2396,0.596214286
10.26666667,10.63055556,1.3008,0.663885714
10.3,14.46833333,18.35,0.817542857
10.3,10.39166667,0.30967,0.627385714
10.35,11.115,2.1922,0.532171429
10.36666667,13.5325,13.103,0.768657143
10.41666667,12.70027778,13.107,1
10.46666667,14.0625,16.068,0.829842857
10.48333333,12.60305556,6.011,0.526642857
10.48333333,14.02944444,11.193,0.5862
10.5,11.24416667,2.6638,0.664785714
10.53333333,11.54694444,4.5835,0.8398
10.63333333,14.05416667,11.693,0.634771429
10.71666667,11.75111111,1.2691,0.227842857
10.83333333,11.00833333,0.51632,0.547928571
10.93333333,14.11416667,11.087,0.647314286
10.95,14.62777778,14.313,0.722757143
10.96666667,14.04722222,10.608,0.639528571
10.98333333,12.98166667,7.2387,0.672714286
11.01666667,11.47472222,1.2737,0.516414286
11.06666667,14.80972222,11.861,0.588514286
11.06666667,11.20111111,0.47626,0.657871429
11.1,12.6025,7.0835,0.875542857
11.13333333,12.27888889,6.3275,1
11.18333333,12.01083333,2.7421,0.615414286
11.21666667,16.12277778,28.571,1
11.23333333,12.18888889,1.6669,0.323957143
11.25,14.65972222,16.723,0.910842857
11.41666667,14.17388889,9.89,0.666142857
11.46666667,14.41944444,16.541,1
11.53333333,12.80944444,2.4392,0.354985714
11.55,14.46416667,9.3801,0.597771429
11.55,12.08611111,1.7261,0.597957143
11.63333333,13.66805556,7.0989,0.647928571
11.78333333,13.59833333,5.3396,0.546357143
11.78333333,12.49555556,2.5763,0.671771429
11.78333333,12.45,2.4109,0.6716
11.83333333,12.47055556,2.2966,0.669314286
11.86666667,14.26111111,8.6778,0.673057143
11.88333333,14.2625,7.1228,0.556
11.91666667,15.33638889,20.256,1
12,14.18194444,6.8697,0.5847
12,15.18083333,11.029,0.643914286
12.01666667,16.33777778,25.202,1
12.03333333,13.48722222,5.147,0.657457143
12.05,14.26805556,7.4623,0.624814286
12.06666667,12.44,1.6717,0.831571429
12.08333333,16.38277778,10.726,0.463285714
12.1,15.25027778,12.284,0.724171429
12.13333333,14.83472222,10.047,0.690742857
12.15,16.02111111,11.321,0.543128571
12.2,12.90388889,3.7071,0.978085714
12.26666667,13.04388889,4.8406,1
12.3,13.47055556,5.8123,0.922142857
12.31666667,13.08861111,2.7967,0.672828571
12.35,14.84444444,8.4238,0.627157143
12.38333333,13.38833333,6.0034,1
12.46666667,12.82611111,0.80309,0.414928571
12.5,14.23166667,4.0981,0.439514286
12.5,13.57361111,6.4913,1
12.53333333,15.83055556,11.625,0.654757143
12.66666667,14.6,10.942,1
12.8,15.15555556,13.863,1
12.85,13.31222222,0.95807,0.384942857
12.86666667,14.81388889,5.2092,0.496814286
12.86666667,15.68472222,16.837,1
12.91666667,14.77222222,5.565,0.556985714
13,14.80555556,10.359,1
13.01666667,14.69027778,6.8482,0.759914286
13.01666667,13.31777778,0.94017,0.579871429
13.01666667,16.59388889,18.218,0.9458
13.03333333,14.4775,2.9337,0.377257143
13.1,16.87527778,11.049,0.543528571
13.1,14.29305556,1.2668,0.197185714
13.21666667,13.69972222,2.2893,0.880142857
13.3,14.28194444,3.2513,0.614914286
13.33333333,15.46805556,12.774,1
13.35,13.75333333,1.8959,0.872957143
13.4,14.84444444,8.2193,1
13.45,13.57222222,0.64944,0.986814286
13.56666667,14.52055556,2.1718,0.422828571
13.7,14.00666667,1.805,1
13.71666667,14.54555556,2.5536,0.572142857
13.73333333,15.21805556,5.0987,0.637757143
13.83333333,15.84416667,11.952,1
13.83333333,13.97305556,0.40313,0.535828571
13.93333333,16.21277778,8.7549,0.713285714
13.95,15.54722222,9.8893,1
14.05,14.86666667,2.4642,0.560385714
14.06666667,14.94416667,1.193,0.252485714
14.1,15.93194444,4.2161,0.427414286
14.11666667,14.48305556,1.0117,0.512828571
14.16666667,15.0275,1.4624,0.315485714
14.2,15.84444444,9.8398,1
14.23333333,17.70277778,21.074,1
14.36666667,16.10972222,10.469,1
14.46666667,17.69416667,11.851,0.6819
14.58333333,16.23583333,9.6728,1
14.63333333,15.65388889,3.0393,0.553071429
14.66666667,14.80666667,0.44551,0.590985714
14.78333333,15.92194444,6.6912,1
14.78333333,16.88194444,9.3976,0.831628571
14.81666667,15.73694444,2.0337,0.410414286
14.93333333,15.5425,1.9695,0.600428571
14.95,15.70805556,4.2506,1
15,16.29555556,3.3149,0.475185714
15.08333333,16.82222222,5.3507,0.571457143
15.1,15.25944444,0.35499,0.413471429
15.28333333,15.86222222,1.7132,0.549614286
15.38333333,15.63166667,0.33142,0.247842857
15.43333333,17.33333333,5.3306,0.521042857
15.46666667,16.90388889,4.4168,0.570728571
15.55,15.86361111,0.87168,0.516185714
15.58333333,20.94611111,17.275,0.598228571
15.61666667,16.58305556,3.1323,0.601942857
15.71666667,16.425,3.4285,0.898914286
15.76666667,16.16333333,1.3012,0.609214286
15.88333333,19.32638889,11.042,0.595614286
15.93333333,16.25611111,1.404,0.8078
15.95,16.1525,0.53891,0.494242857
16.05,16.53055556,1.5878,0.6136
16.06666667,22.19361111,20.17,0.611357143
16.38333333,16.81777778,2.5114,1
16.61666667,20.40888889,11.301,0.553457143
16.78333333,17.55,2.5037,0.6065
16.83333333,17.66222222,1.0739,0.2406
16.93333333,17.32888889,1.0501,0.493028571
17.03333333,20.91666667,11.443,0.547214286
17.13333333,17.31638889,1.05,1
17.2,19.35111111,7.3988,0.638771429
17.31666667,18.0375,2.2238,0.572942857
17.45,18.0175,2.4736,0.809485714
17.58333333,18.79583333,4.0483,0.620071429
17.73333333,19.18333333,8.8723,1
18.1,19.05138889,3.051,0.595571429
19.1,20.80527778,10.176,1
25.73333333,27.39083333,9.123,1
26.25,28.885,9.5509,0.673142857
26.28333333,27.68166667,6.8036,0.9036
26.75,26.84805556,0.30139,0.570828571
27.05,31.10444444,12.624,0.578242857
27.11666667,30.60138889,6.6414,0.353942857
27.28333333,30.81555556,15.893,0.835628571
27.36666667,28.84027778,2.8425,0.358228571
27.38333333,29.50583333,7.0708,0.618685714
27.43333333,28.45694444,5.9993,1
27.5,30.99444444,15.606,0.829385714
27.51666667,31.0125,13.688,0.727185714
27.68333333,28.78055556,6.7458,1
27.85,31.21416667,6.9182,0.381914286
28.06666667,30.52222222,8.8955,0.672771429
28.08333333,29.33722222,2.4722,0.366171429
28.2,29.89027778,8.4561,0.929085714
28.21666667,29.05666667,1.5186,0.335742857
28.21666667,30.50555556,7.8862,0.639871429
28.23333333,32.06861111,13.794,0.667942857
28.4,32.90055556,14.499,0.598314286
28.48333333,31.29166667,8.4851,0.561114286
28.7,29.84305556,3.7806,0.614242857
28.7,31.76777778,17.3,1
28.73333333,32.07638889,12.233,0.679557143
28.75,31.79444444,11.969,0.730142857
28.76666667,30.62222222,10.999,1
28.76666667,30.32638889,4.4205,0.526342857
28.85,31.08472222,6.8835,0.572057143
28.86666667,30.05111111,3.6099,0.566014286
28.86666667,31.23472222,13.019,1
28.95,30.69722222,10.212,1
28.96666667,30.48472222,8.699,1
29.01666667,31.07222222,12.658,1
29.01666667,29.32638889,1.7674,1
29.03333333,32.34833333,11.019,0.6173
29.03333333,32.77111111,11.402,0.5665
29.03333333,32.7225,14.79,0.744557143
29.03333333,31.17083333,7.7769,0.675685714
29.06666667,31.80833333,8.3887,0.568228571
29.11666667,32.92555556,11.773,0.574042857
29.16666667,31.5275,4.4297,0.348457143
29.18333333,31.56805556,8.3715,0.651942857
29.2,33.69361111,15.65,0.646785714
29.23333333,31.01916667,4.7504,0.494
29.25,32.35166667,12.674,0.758857143
29.25,31.12777778,11.094,1
29.28333333,32.60027778,19.425,1
29.28333333,33.17666667,6.9359,0.330842857
29.28333333,32.97222222,14.901,0.750185714
29.3,32.75166667,13.28,0.714542857
29.3,32.05222222,8.1481,0.549814286
29.31666667,32.97111111,16.301,0.8284
29.33333333,31.6975,8.0255,0.630442857
29.35,32.27527778,12.951,0.8222
29.36666667,34.22111111,28.728,1
29.38333333,30.48305556,6.2932,1
29.38333333,32.65138889,13.033,0.740642857
29.4,32.06527778,8.6848,0.605157143
29.4,30.25722222,5.1117,1
29.45,32.41805556,10.474,0.655371429
29.46666667,32.7975,13.15,0.733171429
29.46666667,32.32083333,13.628,0.886742857
29.48333333,32.09277778,9.2637,0.6593
29.48333333,33.77944444,12.62,0.545528571
29.5,30.1025,3.7189,1
29.53333333,31.46666667,5.7442,0.551771429
29.55,33.69583333,12.762,0.571685714
29.56666667,32.96972222,13.687,0.746942857
29.56666667,32.53777778,10.605,0.662857143
29.58333333,30.86666667,2.4607,0.3561
29.6,36.8875,42.337,1
29.6,31.33055556,10.1,1
29.61666667,31.52083333,5.185,0.5057
29.61666667,31.27333333,4.502,0.504671429
29.61666667,32.84611111,12.986,0.746771429
29.63333333,32.7825,17.976,1
29.63333333,32.6725,9.0971,0.5559
29.63333333,30.70138889,1.904,0.331057143
29.65,31.525,5.376,0.532485714
29.65,31.76833333,6.4118,0.562128571
29.65,33.02111111,12.428,0.684685714
29.65,34.84861111,16.499,0.5894
29.66666667,31.05694444,2.6434,0.3531
29.66666667,33.13888889,14.945,0.799357143
29.66666667,30.08305556,1.361,0.607014286
29.68333333,30.82611111,2.3505,0.381985714
29.7,32.09305556,7.3954,0.573914286
29.7,32.91277778,10.018,0.579114286
29.71666667,33.98888889,14.727,0.640185714
29.71666667,35.90416667,18.695,0.561128571
29.73333333,32.9275,19.934,1
29.73333333,31.45555556,10.039,1
29.73333333,32.25277778,8.6783,0.6397
29.75,33.27777778,5.0732,0.267071429
29.76666667,32.70166667,16.768,1
29.76666667,33.1475,13.742,0.754871429
29.8,33.30694444,15.319,0.811242857
29.8,32.95444444,18.291,1
29.8,29.88722222,0.25586,0.544771429
29.8,33.04972222,12.803,0.731657143
29.81666667,34.81166667,16.165,0.601028571
29.81666667,35.20361111,16.978,0.585314286
29.83333333,32.83111111,15.958,0.988642857
29.83333333,32.57472222,9.3117,0.630814286
29.83333333,32.64444444,11.113,0.734171429
29.83333333,33.51111111,13.468,0.680071429
29.85,34.0125,13.889,0.619685714
29.85,30.98861111,2.1966,0.358271429
29.86666667,32.05555556,12.896,1
29.88333333,31.28083333,3.0268,0.402228571
29.88333333,32.62805556,16.568,1
29.88333333,31.08027778,2.3745,0.368428571
29.9,32.43194444,8.8458,0.648828571
29.96666667,32.66805556,9.2836,0.638228571
29.96666667,32.81666667,9.0656,0.590742857
29.96666667,31.50722222,9.1113,1
29.98333333,31.61833333,10.084,1
29.98333333,32.69861111,8.072,0.552085714
29.98333333,30.77777778,2.1386,0.499928571
30,32.5625,8.338,0.604285714
30,33.30138889,13.812,0.776957143
30,33.10861111,17.979,1
30,32.70833333,9.5639,0.655814286
30.03333333,33.09444444,9.2094,0.558728571
30.03333333,31.98611111,5.7418,0.546057143
30.06666667,32.19305556,6.1237,0.534828571
30.1,33.23333333,9.9567,0.590142857
30.1,33.21638889,17.922,1
30.1,31.4125,2.5945,0.367114286
30.11666667,33.33472222,12.74,0.735242857
30.11666667,32.89333333,9.5656,0.639785714
30.13333333,32.77527778,8.46,0.594685714
30.13333333,33.65694444,13.958,0.735657143
30.15,32.22638889,13.073,1
30.15,31.91666667,10.224,1
30.15,36.33138889,36.386,1
30.15,34.04388889,19.638,0.9366
30.15,32.86555556,10.647,0.7281
30.16666667,32.63166667,7.4092,0.558214286
30.16666667,32.0525,6.1227,0.602957143
30.16666667,32.51944444,7.3526,0.580371429
30.2,33.10027778,9.3481,0.598585714
30.2,32.73638889,9.6017,0.703042857
30.21666667,32.09444444,10.23,1
30.23333333,34.29222222,12.449,0.569585714
30.25,31.49555556,7.7993,1
30.28333333,33.00277778,5.8677,0.400714286
30.28333333,32.27055556,5.4755,0.5117
30.3,33.30555556,8.2123,0.507442857
30.31666667,31.73722222,2.7927,0.3651
30.36666667,33.15666667,6.9595,0.463257143
30.38333333,30.99,3.477,1
30.38333333,32.96944444,9.6921,0.696014286
30.41666667,33.40166667,12.627,0.785585714
30.41666667,33.80972222,14.343,0.785042857
30.43333333,31.69861111,2.4752,0.3633
30.43333333,38.97777778,50.898,1
30.45,33.14305556,15.125,1
30.5,32.79333333,7.2353,0.585914286
30.5,34.05444444,14.53,0.759157143
30.51666667,35.01305556,26.38,1
30.51666667,34.545,11.988,0.552685714
30.51666667,33.25972222,10.068,0.681671429
30.53333333,32.89583333,14.091,1
30.53333333,34.39861111,12.142,0.5834
30.55,33.11416667,14.813,1
30.56666667,31.43333333,1.6371,0.3508
30.61666667,33.14888889,8.4141,0.6171
30.63333333,31.79694444,1.5417,0.246057143
30.63333333,34.13888889,21.892,1
30.65,32.95861111,7.3324,0.589842857
30.65,34.74888889,16.876,0.764628571
30.68333333,33.25972222,10.204,0.735528571
30.68333333,32.96805556,7.4206,0.603185714
30.73333333,33.11944444,7.7848,0.6059
30.73333333,34.14055556,12.573,0.6853
30.76666667,34.61972222,16.264,0.7839
30.76666667,32.32194444,9.7246,1
30.78333333,32.19027778,8.2975,1
30.78333333,32.78611111,11.498,1
30.8,33.54444444,8.9223,0.603771429
30.81666667,33.67388889,9.8026,0.637142857
30.83333333,34.17361111,13.1,0.728328571
30.83333333,33.29694444,13.049,0.983671429
30.85,33.34083333,6.749,0.5032
30.88333333,33.04416667,6.3221,0.543357143
30.91666667,34.01833333,11.822,0.707871429
30.91666667,31.32027778,1.2179,0.5604
30.96666667,33.03861111,6.4179,0.575257143
31.03333333,33.65,8.3398,0.5919
31.08333333,34.335,11.178,0.6384
31.1,35.12666667,14.232,0.656371429
31.18333333,33.46666667,13.574,1
31.35,33.79055556,7.4033,0.563357143
31.36666667,35.00833333,15.553,0.793128571
31.38333333,34.97222222,15.645,0.809585714
31.48333333,35.07805556,14.317,0.739685714
31.55,37.59888889,37.973,1
31.55,33.93194444,7.2017,0.5615
31.6,33.59,11.735,1
31.63333333,34.87805556,10.289,0.588885714
31.65,34.68472222,17.25,1
31.68333333,32.83583333,6.4814,1
31.73333333,35.31083333,19.35,1
31.76666667,33.53055556,5.1028,0.537257143
31.78333333,32.69638889,3.5823,0.728642857
31.78333333,33.12472222,4.0049,0.554471429
31.8,33.56111111,4.1283,0.435342857
31.83333333,32.17916667,1.1392,0.611785714
31.85,34.18194444,7.0593,0.5622
31.93333333,32.28194444,1.0606,0.565014286
32.13333333,33.66111111,7.8464,0.9538
32.21666667,32.79416667,1.9376,0.6231
32.25,34.62111111,8.2186,0.643714286
32.28333333,32.79638889,2.3679,0.857128571
32.35,34.70277778,7.8947,0.623157143
32.36666667,33.26944444,0.73538,0.151271429
32.45,32.54555556,0.33012,0.6416
32.45,33.77055556,6.6685,0.937814286
32.46666667,32.97916667,1.8505,0.670571429
32.5,34.26694444,5.1483,0.541114286
32.51666667,33.81944444,4.6854,0.667914286
32.55,34.06083333,2.2704,0.279085714
32.7,33.25388889,0.6215,0.208385714
32.7,33.89305556,3.582,0.557585714
32.73333333,34.95972222,7.2222,0.602442857
32.75,36.60138889,15.185,0.732242857
32.78333333,34.57222222,9.0312,0.937585714
32.78333333,34.39305556,9.4818,1
32.85,34.53888889,3.5918,0.394957143
32.98333333,36.11527778,12.166,0.721414286
33.03333333,36.12888889,17.726,1
33.06666667,34.36083333,7.7456,1
33.08333333,34.91527778,10.755,1
33.15,34.36527778,7.2042,1
33.18333333,37.35722222,24.589,1
33.25,35.20388889,11.265,1
33.26666667,37.24305556,16.642,0.777257143
33.28333333,35.43055556,12.695,1
33.31666667,33.52055556,0.74232,0.676142857
33.35,36.13888889,16.447,1
33.4,37.73194444,20.467,0.877442857
33.4,40.11,21.302,0.589571429
33.43333333,36.45972222,16.031,0.983742857
33.43333333,36.71527778,12.662,0.716514286
33.45,34.375,3.0561,0.613571429
33.45,34.07611111,3.7179,1
33.46666667,33.90833333,1.4577,0.612957143
33.46666667,37.42416667,13.884,0.651528571
33.48333333,36.02916667,8.3237,0.6072
33.56666667,33.75694444,0.68452,0.6681
33.56666667,36.19138889,8.7397,0.618385714
33.61666667,34.00361111,1.3769,0.660814286
33.65,36.375,9.1936,0.626557143
33.65,36.79055556,13.234,0.782557143
33.71666667,36.44861111,8.6879,0.590585714
33.73333333,37.61694444,11.36,0.543214286
33.78333333,35.96222222,7.7988,0.664714286
33.78333333,37.82805556,17.252,0.792128571
33.78333333,34.51222222,2.2794,0.580785714
33.85,34.44833333,3.6159,1
33.85,36.54722222,8.797,0.6057
33.9,36.84027778,11.392,0.719542857
33.91666667,36.54722222,16.539,1
33.91666667,34.77222222,1.4524,0.315271429
